Name,"I-AUROC,","I-AP,","I-F1max,","P-AUROC,","P-AP,","P-F1max,","P-AUPRO,","I-Overkill@2,","I-Overkill@5,","I-Overkill@10,","S-AUROC,","S-AP,","S-F1max,","S-Overkill@2,","S-Overkill@5,",S-Overkill@10
blade_switch,84.3,97.5,94.7,96.4,68.7,65.8,84.4,74.4,58.4,47.2,84.5,97.7,95.2,76.0,64.0,48.0
blue_light_switch,68.0,91.4,92.6,93.1,19.6,29.6,72.9,93.5,87.0,68.8,65.4,92.7,94.3,92.0,88.0,84.0
bluetooth_module,92.6,99.0,95.4,96.5,79.0,70.7,87.3,61.6,45.6,25.6,96.0,99.5,96.2,48.0,20.0,8.0
boost_converter_module,78.2,95.2,91.3,93.5,58.0,53.7,66.1,91.7,79.6,66.9,86.4,98.2,94.7,80.0,76.0,56.0
bread_model,79.8,96.3,92.9,95.9,69.0,65.9,79.5,88.2,76.3,63.8,81.4,97.3,95.0,84.0,64.0,52.0
brooch_clasp_accessory,96.0,99.4,96.1,97.9,80.2,73.8,88.3,46.4,27.5,10.9,99.8,100.0,99.3,0.0,0.0,0.0
button_battery_holder,81.5,96.4,95.7,92.4,21.5,24.8,71.8,53.1,43.8,37.5,79.7,96.7,96.4,60.0,56.0,56.0
button_motor,94.3,99.2,96.6,99.2,84.8,77.9,94.2,40.0,25.6,16.0,93.6,99.0,98.0,28.0,24.0,20.0
button_switch,81.3,97.2,94.3,99.3,83.7,75.5,86.6,89.6,76.0,60.0,86.3,98.0,95.5,72.0,60.0,48.0
car_door_lock_switch,64.4,93.7,94.2,95.7,26.0,30.9,80.3,93.6,81.6,76.8,63.8,94.1,94.1,92.0,80.0,80.0
ceramic_fuse,64.3,92.9,94.2,84.5,14.3,23.0,65.0,93.6,92.0,82.4,74.1,95.3,94.5,80.0,68.0,56.0
ceramic_wave_filter,85.4,98.0,94.2,94.5,51.7,55.4,78.7,88.0,71.2,59.2,88.1,98.4,94.3,84.0,80.0,48.0
charging_port,74.4,95.0,94.0,90.2,30.0,35.8,73.6,85.2,72.6,54.1,70.1,95.5,94.3,96.0,84.0,76.0
chip-inductor,77.5,96.3,94.4,86.6,32.6,33.8,61.6,82.5,77.0,62.7,76.3,96.0,94.7,76.0,72.0,52.0
circuit_breaker,88.7,97.9,95.9,97.6,68.2,62.6,90.1,51.2,37.8,29.9,92.8,98.3,97.0,36.0,28.0,16.0
circular_aviation_connector,64.3,83.6,88.2,81.1,15.2,22.7,44.5,87.5,80.2,71.4,60.8,92.1,94.1,96.0,92.0,80.0
common-mode-choke,68.4,91.9,91.2,92.1,37.8,41.2,73.0,93.0,86.6,74.9,83.6,97.7,95.0,72.0,68.0,60.0
common-mode-filter,88.2,97.9,94.9,90.7,36.9,41.4,63.4,70.2,45.0,35.1,86.5,97.7,94.8,76.0,52.0,24.0
connector,77.1,95.2,94.7,90.4,57.1,55.4,60.3,74.6,67.7,61.5,64.1,92.9,94.8,76.0,72.0,68.0
connector_housing-female,92.6,98.9,96.2,91.9,59.8,57.3,84.1,46.8,34.9,22.2,98.0,99.7,98.3,16.0,8.0,8.0
console_switch,88.3,98.3,94.7,88.3,17.2,25.1,78.7,73.6,61.6,41.6,93.2,99.1,96.6,52.0,44.0,28.0
crimp_st_cable_mount_box,80.4,96.3,93.7,98.5,63.6,61.0,89.5,82.4,65.5,54.2,79.9,97.1,95.7,68.0,64.0,64.0
dc_jack,85.1,96.8,93.2,85.2,48.0,44.9,82.2,74.1,53.0,41.6,87.0,97.9,97.1,44.0,44.0,36.0
dc_power_connector,92.1,98.9,95.9,91.2,20.8,27.6,84.8,56.0,40.8,30.4,96.0,99.4,98.0,16.0,16.0,16.0
detection_switch,78.8,94.5,91.6,89.9,39.6,43.6,76.1,82.3,68.3,47.3,84.5,97.7,95.0,72.0,60.0,44.0
duckbill_circuit_breaker,77.1,94.6,94.1,92.5,16.4,28.2,74.8,71.1,57.0,47.2,71.3,95.0,94.7,80.0,76.0,64.0
earphone_audio_unit,67.7,93.0,93.2,93.0,35.0,37.2,62.8,89.7,80.7,71.0,74.9,95.7,94.1,88.0,72.0,64.0
effect_transistor,77.8,94.0,90.3,98.7,80.8,71.8,87.9,88.7,74.9,56.7,79.4,96.5,95.1,80.0,52.0,40.0
electronic_watch_movement,69.9,95.1,94.1,94.4,37.3,39.5,66.3,95.2,88.8,82.4,69.8,95.5,94.1,100.0,96.0,84.0
ethernet-connector,84.1,96.5,93.5,94.7,33.7,39.0,75.1,71.4,59.3,44.3,79.7,96.7,93.8,92.0,84.0,72.0
ferrite_bead,85.0,97.9,93.8,96.9,80.1,76.3,82.8,94.0,83.6,69.4,91.5,98.9,94.8,84.0,72.0,36.0
ffc_connector_plug,86.6,96.6,96.8,93.2,14.4,20.8,64.9,35.2,34.7,34.7,96.4,99.4,99.5,8.0,8.0,8.0
flow_control_valve,81.6,96.5,93.8,95.8,62.8,60.0,86.3,72.0,62.0,58.0,85.6,97.8,95.0,80.0,64.0,44.0
flower_copper_shape,91.6,98.9,94.9,93.5,72.3,68.4,85.3,70.4,50.4,32.8,95.2,99.4,96.5,52.0,24.0,16.0
flower_velvet_fabric,82.2,97.4,94.3,89.2,64.9,61.5,74.5,87.2,76.0,56.8,88.8,98.4,94.4,80.0,56.0,32.0
fork-crimp-terminal,86.6,96.5,93.6,96.0,51.2,50.5,87.7,71.1,42.2,32.2,96.6,99.6,96.8,48.0,28.0,8.0
fuse_cover,79.5,95.8,92.2,94.6,53.1,52.9,79.2,89.1,83.0,60.0,77.4,96.8,95.2,82.6,69.6,69.6
fuse_holder,88.5,97.5,97.9,87.5,9.0,11.9,48.3,25.6,22.4,21.6,86.6,97.4,97.8,32.0,32.0,32.0
gear,96.8,99.5,97.6,98.1,84.7,77.9,93.0,24.6,14.3,10.3,100.0,100.0,100.0,0.0,0.0,0.0
gear_motor,74.4,93.9,95.1,81.8,3.8,7.5,71.5,71.2,62.4,59.2,73.0,92.0,97.3,40.0,40.0,40.0
green-ring-filter,67.6,86.2,87.9,88.7,10.4,16.9,62.3,90.8,82.1,68.1,86.0,97.7,94.8,76.0,48.0,32.0
hairdryer_switch,89.2,98.5,94.7,98.5,79.3,74.8,76.2,73.6,59.2,36.0,86.7,98.2,95.5,72.0,72.0,60.0
hall_effect_sensor,92.3,99.0,94.7,83.1,66.9,67.9,59.0,74.4,62.4,30.4,96.3,99.5,97.5,24.0,20.0,8.0
headphone_jack-female,99.3,99.9,98.9,97.3,77.9,73.3,87.3,4.7,3.9,0.8,100.0,100.0,99.7,0.0,0.0,0.0
headphone_jack_socket,83.9,97.1,93.9,92.6,38.1,45.4,69.9,88.5,68.5,44.6,88.2,97.1,95.8,64.0,44.0,28.0
hex_plug,85.9,97.7,95.5,96.4,67.7,62.6,85.0,61.6,50.4,34.4,76.6,96.4,95.5,72.0,68.0,64.0
humidity_sensor,96.0,99.4,96.4,94.9,54.4,54.1,85.5,40.3,23.9,6.7,99.5,99.9,99.7,0.0,0.0,0.0
ingot_buckle,95.5,99.4,96.0,98.5,73.8,68.1,90.7,49.6,36.8,14.4,98.6,99.8,97.8,24.0,8.0,0.0
insect_metal_parts,74.7,95.0,93.5,88.8,23.2,29.4,76.5,87.2,74.5,60.3,84.5,97.8,94.7,80.0,68.0,48.0
inverter_connector,87.7,98.3,94.9,97.9,71.7,65.1,94.4,70.4,61.6,38.4,96.8,99.6,96.8,44.0,20.0,4.0
jam_jar_model,68.0,89.8,91.0,75.7,21.5,35.9,75.8,95.1,92.4,73.0,55.5,91.5,94.1,100.0,96.0,92.0
joystick_switch,99.5,99.9,98.7,99.7,88.5,81.6,99.2,6.4,1.6,0.8,100.0,100.0,100.0,0.0,0.0,0.0
kfc_push-key_switch,77.1,96.2,93.9,85.4,37.7,40.5,58.5,90.7,82.9,63.6,86.2,97.8,95.2,68.0,64.0,44.0
knob-cap,83.4,95.3,94.9,90.9,26.5,30.5,70.6,50.3,40.6,37.6,74.2,94.3,94.8,72.0,60.0,56.0
laser_diode,66.2,89.8,91.6,82.1,2.8,5.8,70.3,95.3,87.6,77.5,69.2,93.3,94.0,84.0,68.0,64.0
lattice_block_plug,71.4,92.9,91.7,95.4,37.6,40.9,84.9,85.0,76.7,71.7,81.9,97.0,95.1,72.0,56.0,36.0
lego-pin-connector-plate,98.8,99.8,98.5,97.7,69.5,65.4,90.3,10.2,4.7,4.7,100.0,100.0,100.0,0.0,0.0,0.0
lego-propeller,88.6,98.0,95.2,94.6,29.6,32.5,77.3,61.4,50.8,34.1,86.4,97.9,95.9,56.0,44.0,36.0
lego-reel,99.1,99.9,98.9,92.5,49.8,52.5,89.5,7.2,6.4,3.2,99.9,100.0,99.7,0.0,0.0,0.0
lego-technical-gear,91.1,98.2,93.9,97.9,77.4,72.5,90.3,74.3,50.7,21.5,96.6,99.3,98.5,12.0,12.0,4.0
lego-turbine,90.4,96.3,92.4,97.0,70.4,64.6,81.7,63.7,37.9,25.0,83.0,96.5,95.2,68.0,40.0,28.0
lighting_connector,74.9,89.9,90.4,96.5,63.9,59.8,72.5,93.9,85.9,70.7,63.1,90.0,94.1,96.0,88.0,68.0
lilypad_led,86.0,97.9,94.7,97.3,46.5,47.2,93.3,76.8,55.2,40.8,92.4,99.0,96.1,52.0,40.0,32.0
limit-switch,92.0,97.7,92.5,95.2,34.4,39.4,81.1,57.9,42.1,26.2,99.5,99.9,99.0,0.0,0.0,0.0
lithium_battery_plug,92.2,98.7,95.6,97.1,52.1,50.1,83.4,48.6,34.0,22.9,94.5,99.3,97.1,44.0,36.0,28.0
littel-fuse,88.2,98.4,94.7,94.6,62.3,58.1,85.4,72.2,61.1,42.1,91.4,98.8,95.9,60.0,32.0,32.0
little_cow_model,72.1,93.6,92.2,95.6,47.2,48.0,83.7,92.0,77.9,65.0,80.2,96.9,95.0,80.0,68.0,56.0
lock,91.8,98.8,95.2,89.6,32.5,30.6,61.3,59.0,52.5,33.1,100.0,100.0,100.0,0.0,0.0,0.0
long-zipper,76.9,95.5,93.9,68.0,10.7,19.2,65.7,84.7,75.2,60.6,77.7,96.1,95.2,72.0,48.0,44.0
meteor_hammer_arrowhead,83.1,96.7,92.2,89.0,66.5,64.2,69.1,83.7,73.3,61.0,95.8,99.4,96.6,48.0,28.0,16.0
miniature_laser_module,72.3,94.8,93.8,96.8,29.8,37.4,87.5,90.5,81.0,69.8,68.5,94.7,93.9,92.0,84.0,76.0
miniature_lifting_motor,78.3,96.8,94.2,98.3,84.0,76.1,69.7,85.9,81.2,70.3,78.6,96.9,94.3,96.0,76.0,64.0
miniature_motor,83.3,97.2,94.7,98.3,67.0,65.6,82.1,75.6,66.7,48.0,84.0,97.7,95.4,70.8,58.3,45.8
miniature_stepper_motor,90.6,98.6,95.1,89.7,38.2,39.4,65.1,66.4,44.8,26.4,92.7,99.0,96.1,56.0,48.0,28.0
mobile_charging_connector,92.9,99.1,95.3,97.0,87.6,81.4,88.4,61.6,43.2,24.0,97.6,99.7,97.8,24.0,16.0,8.0
model_steering_module,86.1,97.2,92.4,98.2,63.8,60.6,86.8,80.0,62.4,44.7,85.7,98.1,94.3,88.0,68.0,52.0
monitor_socket,95.4,99.3,96.9,97.6,76.8,69.0,88.4,35.9,20.3,9.4,93.7,99.0,98.2,20.0,20.0,20.0
motor_bracket,80.7,97.3,94.0,95.9,73.3,69.3,75.7,96.9,89.0,71.7,88.8,98.4,95.5,76.0,48.0,40.0
motor_gear_reducer,61.6,91.4,94.4,81.9,16.3,26.7,66.3,78.2,69.2,66.9,64.6,93.5,94.1,96.0,92.0,76.0
motor_plug,89.7,98.3,95.8,98.2,84.7,77.3,92.9,54.6,40.0,25.4,91.8,98.9,96.3,48.0,40.0,32.0
mouse_socket,88.0,97.8,92.6,98.9,82.4,76.6,85.8,79.1,62.6,46.6,85.9,98.1,94.5,84.0,72.0,56.0
multi_function_switch,95.2,99.4,96.0,94.5,56.0,56.3,81.9,52.0,30.4,10.4,99.4,99.9,99.5,4.0,4.0,4.0
nylon_ball_head,77.9,96.9,94.1,91.1,56.0,54.5,78.3,95.2,88.8,74.4,85.9,98.1,94.8,80.0,68.0,60.0
optical_fiber_outlet,91.5,98.7,95.7,98.6,85.6,78.3,92.2,55.9,39.4,25.2,89.2,98.5,95.7,64.0,56.0,36.0
pencil_sharpener,90.8,98.6,94.7,97.5,65.5,59.6,78.1,68.4,41.9,32.4,92.5,99.0,96.3,48.0,44.0,44.0
pinboard_connector,89.8,98.7,94.3,94.7,44.0,49.0,88.4,82.4,67.2,44.8,94.2,99.1,98.3,16.0,16.0,16.0
pitch_connector,88.5,98.0,93.1,97.2,78.2,74.4,91.1,78.1,64.5,43.2,89.6,98.6,95.0,72.0,60.0,44.0
pneumatic_elbow,72.9,95.6,94.2,89.6,41.5,41.1,55.1,87.5,82.8,68.8,67.0,95.2,94.1,92.0,92.0,88.0
pot_core,92.0,98.8,95.7,89.9,50.3,48.2,58.7,55.0,41.9,26.4,95.9,99.5,96.6,44.0,28.0,16.0
potentiometer,74.0,90.2,95.1,97.0,12.5,21.6,89.0,45.1,41.8,39.1,97.9,99.7,98.7,12.0,12.0,8.0
power_bank_module,90.1,98.4,95.5,97.0,68.8,62.8,81.7,52.9,47.8,30.4,94.3,99.2,96.8,44.0,32.0,16.0
power_inductor,72.6,94.8,93.4,80.2,23.3,26.6,57.7,86.7,83.2,75.5,76.1,96.3,94.1,92.0,88.0,56.0
power_jack,66.3,93.8,94.0,81.7,3.2,8.1,62.7,88.3,82.0,72.7,66.1,95.0,94.3,92.0,88.0,84.0
power_strip_socket,84.9,95.2,87.7,96.5,53.3,51.7,81.6,82.4,71.5,51.7,93.3,99.1,95.5,60.0,32.0,16.0
pulse_transformer,69.1,94.3,93.5,88.3,43.4,42.5,69.5,89.1,83.9,75.9,78.4,96.8,94.2,92.0,80.0,60.0
purple-clay-pot,92.7,98.2,96.5,98.6,82.4,75.8,86.1,40.4,25.7,14.7,94.0,98.6,98.2,18.5,14.8,11.1
push_button_switch,89.7,98.2,94.4,94.9,55.7,59.4,75.9,72.5,51.4,31.2,96.8,99.6,97.0,52.0,24.0,4.0
push_in_terminal,81.5,97.4,94.9,97.5,54.1,49.9,87.3,75.0,60.3,50.0,86.0,98.2,95.7,65.2,65.2,52.2
recorder_switch,76.4,95.2,94.0,95.0,21.7,30.8,62.4,90.6,78.0,59.8,75.3,95.3,94.7,76.0,68.0,56.0
rectangular-connector-accessories,80.7,91.3,85.2,92.6,38.8,39.3,82.7,78.0,69.0,56.6,89.4,98.5,94.9,72.0,56.0,40.0
red_terminal,84.6,97.2,93.5,96.1,64.2,70.8,78.6,80.0,66.7,52.7,86.3,98.0,94.8,80.0,56.0,36.0
retaining_ring,76.6,94.1,90.5,76.7,39.2,41.6,63.1,90.3,87.8,66.8,69.5,95.2,94.1,92.0,92.0,80.0
rheostat,60.4,92.4,94.2,89.0,19.2,22.3,79.2,92.1,86.5,78.6,61.0,93.3,94.5,84.0,84.0,84.0
rotary_position_sensor,73.3,93.2,94.4,87.2,14.0,18.2,63.8,65.6,53.9,47.4,77.4,96.1,96.9,52.0,52.0,48.0
round_twist_switch,70.4,94.4,93.5,90.5,44.6,45.6,55.8,95.7,83.5,73.4,76.0,96.2,94.1,100.0,88.0,64.0
self-lock_switch,80.3,97.1,94.2,94.2,35.3,38.5,81.5,84.4,77.3,68.0,89.9,98.6,95.7,64.0,56.0,40.0
shelf_support_module,89.4,98.4,95.0,91.6,50.3,45.4,73.4,64.6,49.2,31.5,93.6,99.1,97.5,36.0,20.0,20.0
side_press_switch,94.2,99.2,96.2,98.9,85.3,77.7,89.3,48.0,36.0,21.6,95.8,99.5,96.2,56.0,24.0,20.0
side_release_buckle,73.7,95.2,94.2,86.0,22.8,30.8,84.3,87.4,73.2,57.5,63.4,93.4,94.8,84.0,76.0,76.0
silicon_cell_sensor,74.2,95.8,94.2,85.5,19.3,30.6,78.4,88.0,76.8,68.0,91.0,98.6,96.8,40.0,24.0,24.0
sim_card_reader,87.8,98.1,95.1,95.8,54.4,51.7,84.6,62.5,52.3,35.2,88.0,98.2,95.8,56.0,44.0,44.0
single-pole_potentiometer,76.8,95.5,93.3,89.5,49.1,50.6,66.8,86.5,78.0,64.5,76.2,95.6,94.5,84.0,76.0,76.0
single_switch,91.0,98.8,94.7,98.7,67.9,61.7,83.6,82.5,51.6,30.2,96.2,99.5,96.8,52.0,16.0,4.0
slide_switch,88.0,98.1,95.0,93.0,24.1,27.9,62.7,67.4,52.7,39.5,97.5,99.5,99.5,4.0,4.0,4.0
small_leaf,68.5,93.2,92.5,93.6,24.1,29.5,77.1,90.6,81.1,73.0,74.2,96.0,94.3,84.0,84.0,64.0
smd_receiver_module,60.0,86.7,89.6,85.1,18.0,23.9,58.9,93.5,86.9,80.8,78.4,96.5,94.5,88.0,76.0,52.0
solderless_adapter,75.0,96.3,94.3,80.6,26.2,26.9,72.2,88.0,84.0,76.0,72.7,96.1,94.3,96.0,96.0,84.0
spherical_airstone,83.2,97.3,93.5,92.9,45.8,45.5,69.0,89.1,70.8,53.3,92.5,99.0,96.8,41.7,33.3,33.3
spring_antenna,82.2,96.2,92.6,86.7,35.8,38.9,75.6,81.4,66.5,49.7,89.1,98.5,95.2,68.0,60.0,40.0
square_terminal,76.3,96.6,94.4,85.0,57.5,56.9,78.5,95.0,90.9,75.2,85.4,97.9,94.6,87.5,66.7,41.7
steering_T-head,98.1,99.7,97.5,99.1,90.3,82.2,94.4,25.4,14.3,4.0,99.4,99.9,99.3,4.0,4.0,4.0
steering_wheel,66.1,93.2,94.4,96.7,37.6,41.8,71.8,87.2,76.8,68.8,66.2,93.1,94.3,92.0,80.0,76.0
suction-cup,82.7,96.7,92.4,95.3,59.8,56.9,76.5,90.1,76.4,59.0,91.1,98.8,95.4,68.0,48.0,40.0
telephone_spring_switch,80.8,97.2,94.4,97.5,76.1,71.4,83.4,84.8,73.6,59.2,87.9,98.2,95.4,64.0,56.0,40.0
tension_snap_release_clip,81.6,97.0,94.4,92.0,60.5,59.2,76.4,78.3,64.3,51.2,84.2,97.5,96.4,56.0,48.0,44.0
thumbtack,87.9,97.3,92.1,95.1,50.8,49.2,88.1,77.0,63.9,36.6,91.6,98.7,96.3,56.0,36.0,28.0
thyristor,99.6,99.9,99.6,92.1,31.9,32.7,84.0,2.4,0.8,0.8,100.0,100.0,100.0,0.0,0.0,0.0
toy-tire,86.8,97.9,93.6,94.2,59.9,55.5,74.4,81.0,58.5,43.7,93.1,99.1,95.4,62.5,41.7,29.2
traceless_hair_clip,98.0,99.7,97.4,97.8,74.6,67.3,79.8,30.8,4.6,2.3,99.5,99.9,99.2,4.0,0.0,0.0
travel_switch,73.9,95.7,94.3,81.4,21.3,28.7,65.6,88.0,80.0,69.6,81.1,97.2,94.3,80.0,68.0,56.0
travel_switch_green,84.0,97.7,94.6,91.6,40.4,41.2,80.6,78.4,66.4,56.8,95.6,99.4,96.8,44.0,24.0,12.0
tubular_key_switch,88.2,98.3,95.3,64.3,25.9,30.4,73.8,65.6,53.6,36.0,88.4,98.3,96.5,40.0,36.0,32.0
vacuum_switch,70.8,95.2,94.3,98.3,71.1,66.6,91.1,91.2,81.6,73.6,72.2,95.5,94.6,84.0,80.0,68.0
vehicle_harness_conductor,82.3,96.1,94.0,94.1,39.8,45.3,88.3,69.9,60.1,47.7,77.7,96.1,95.0,76.0,56.0,48.0
vertical-adjustable-resistor,82.3,95.1,89.1,93.6,51.2,53.1,82.4,90.3,79.7,57.3,91.9,98.9,95.2,64.0,44.0,32.0
vibration_motor,78.0,95.4,92.1,93.3,23.7,27.9,68.2,87.0,74.0,60.9,93.5,99.1,96.5,48.0,28.0,20.0
volume_potentiometer,77.7,94.1,91.3,93.2,60.9,61.2,75.5,89.6,74.3,59.0,66.1,93.8,94.1,96.0,96.0,92.0
wireless_receiver_module,83.4,97.5,94.3,95.6,62.5,56.8,84.3,78.4,67.2,44.0,81.0,97.2,95.4,76.0,68.0,52.0
slipper- model,91.9,98.8,95.9,98.5,79.4,71.9,94.6,52.8,41.6,24.0,96.2,99.4,98.0,24.0,20.0,8.0
Mean,82.0,96.3,94.1,92.0,48.5,48.6,76.6,72.8,61.2,48.2,85.1,97.5,95.9,60.1,50.2,40.3
