Name,"I-AUROC,","I-AP,","I-F1max,","P-AUROC,","P-AP,","P-F1max,","P-AUPRO,","I-Overkill@2,","I-Overkill@5,","I-Overkill@10,","S-AUROC,","S-AP,","S-F1max,","S-Overkill@2,","S-Overkill@5,",S-Overkill@10
potentiometer,74.7,90.4,95.0,96.9,12.1,20.5,88.3,44.0,38.0,35.9,97.8,99.6,99.5,8.0,4.0,4.0
power_bank_module,91.0,98.5,94.8,96.6,66.1,60.5,82.4,61.6,50.7,26.8,92.8,98.7,98.0,28.0,28.0,20.0
power_inductor,71.4,94.3,93.7,79.8,28.2,32.7,58.9,84.6,75.5,66.4,68.1,94.9,94.5,88.0,84.0,84.0
power_jack,63.4,92.8,94.0,81.4,2.9,7.1,60.4,94.5,87.5,80.5,65.3,94.6,94.3,88.0,88.0,88.0
power_strip_socket,83.3,94.6,87.1,96.7,60.6,57.4,82.4,89.9,76.0,56.6,95.0,99.4,95.6,60.0,48.0,16.0
pulse_transformer,71.4,94.7,93.5,89.7,48.1,46.7,75.8,84.7,73.0,66.4,84.4,97.7,95.3,64.0,52.0,44.0
purple-clay-pot,93.2,98.5,96.2,98.8,83.9,77.0,87.6,42.6,24.3,14.0,96.4,99.3,98.7,11.1,11.1,7.4
push_button_switch,89.9,98.5,94.3,95.1,57.0,60.7,75.8,71.0,58.7,38.4,94.5,99.3,96.1,52.0,44.0,24.0
push_in_terminal,81.5,97.5,94.8,97.4,51.4,47.1,87.7,80.2,69.0,56.0,87.2,98.5,95.2,78.3,78.3,69.6
recorder_switch,72.2,94.0,94.0,94.3,15.3,26.3,63.2,92.1,83.5,63.8,64.7,92.8,94.5,84.0,80.0,72.0
rectangular-connector-accessories,78.5,90.8,83.7,91.2,34.1,35.7,79.6,87.0,78.3,66.3,90.1,98.7,94.3,92.0,64.0,28.0
red_terminal,83.1,96.9,93.7,95.8,64.3,69.3,78.9,74.0,59.3,50.7,82.2,97.3,95.0,76.0,76.0,68.0
retaining_ring,82.4,95.5,91.2,79.8,41.6,43.0,63.9,81.6,67.3,52.6,72.3,95.4,95.4,76.0,68.0,60.0
rheostat,76.1,95.9,94.2,93.8,29.5,31.2,84.7,82.5,73.0,64.3,81.1,97.0,95.6,56.0,48.0,44.0
rotary_position_sensor,74.9,93.9,94.4,87.3,13.2,17.8,63.8,65.6,59.1,50.6,74.2,95.5,95.9,56.0,52.0,52.0
round_twist_switch,67.1,93.5,93.4,89.5,45.6,46.2,57.2,95.7,92.1,83.5,72.3,95.6,94.3,92.0,84.0,76.0
self-lock_switch,76.4,96.3,94.1,94.2,29.6,32.8,81.6,89.8,84.4,68.0,82.8,97.6,94.5,80.0,72.0,60.0
shelf_support_module,89.9,98.5,94.8,87.9,43.9,41.8,69.2,69.2,53.8,32.3,96.0,99.4,98.0,20.0,16.0,16.0
side_press_switch,93.1,99.1,95.9,99.0,86.0,77.9,90.4,52.8,36.8,27.2,93.2,99.1,95.5,56.0,48.0,28.0
side_release_buckle,73.3,95.2,94.2,88.2,24.8,32.3,85.2,85.8,69.3,55.9,61.9,93.4,94.1,92.0,80.0,80.0
silicon_cell_sensor,77.4,96.5,94.2,87.7,29.3,43.9,76.8,86.4,84.0,76.8,94.6,99.0,97.8,20.0,8.0,8.0
sim_card_reader,82.2,97.1,94.3,95.5,55.8,53.3,84.9,82.8,62.5,47.7,77.4,96.4,95.6,60.0,60.0,60.0
single-pole_potentiometer,79.0,96.2,93.5,90.5,53.6,53.5,69.9,87.2,77.3,58.9,77.7,96.7,94.3,88.0,80.0,52.0
single_switch,91.2,98.8,95.2,98.9,70.6,65.6,85.4,67.5,41.3,29.4,95.9,99.4,96.7,44.0,16.0,12.0
slide_switch,88.4,97.6,95.3,93.6,29.5,31.5,63.6,67.4,48.8,33.3,95.0,98.6,99.5,8.0,8.0,8.0
small_leaf,62.9,90.0,92.4,93.8,17.6,25.5,71.9,98.1,86.8,78.6,64.9,92.5,94.1,96.0,84.0,84.0
smd_receiver_module,62.4,88.2,89.9,86.5,21.2,25.0,57.3,93.0,89.3,85.5,85.2,98.0,94.5,92.0,76.0,52.0
solderless_adapter,78.0,96.7,94.4,72.9,25.5,28.9,70.2,85.6,75.2,68.8,77.9,96.8,94.8,88.0,64.0,60.0
spherical_airstone,85.3,97.5,93.6,92.7,39.9,38.0,70.0,87.6,64.2,46.0,90.7,98.6,96.3,54.2,33.3,25.0
spring_antenna,80.4,95.3,92.8,84.9,33.4,39.8,73.3,77.8,61.7,48.5,84.6,97.4,95.6,60.0,48.0,28.0
square_terminal,76.9,96.0,94.3,84.6,53.9,52.8,76.9,93.4,89.3,71.1,77.6,94.7,94.7,75.0,54.2,45.8
steering_T-head,97.9,99.7,97.6,99.1,89.9,81.9,93.6,23.0,9.5,7.1,98.8,99.8,98.8,16.0,8.0,4.0
steering_wheel,68.4,93.8,94.2,97.0,41.3,45.6,73.9,88.0,74.4,62.4,67.8,94.4,94.1,92.0,72.0,68.0
suction-cup,83.0,96.6,92.4,95.3,60.6,57.9,77.2,90.1,75.8,57.1,90.6,98.7,95.5,72.0,48.0,32.0
telephone_spring_switch,79.8,97.0,94.3,97.2,75.4,71.1,82.9,84.8,75.2,61.6,86.3,97.9,95.9,52.0,44.0,36.0
tension_snap_release_clip,85.1,97.6,94.6,93.3,60.8,57.2,77.5,75.2,57.4,41.1,86.0,97.8,97.1,48.0,48.0,36.0
thumbtack,88.2,97.5,92.6,94.5,51.7,50.3,88.0,73.8,61.2,41.0,92.6,99.0,96.0,60.0,32.0,20.0
thyristor,99.6,99.9,99.4,92.5,30.3,31.0,84.1,6.3,1.6,0.8,100.0,100.0,100.0,0.0,0.0,0.0
toy-tire,89.5,98.4,94.3,94.5,63.4,58.8,74.2,69.7,54.9,36.6,95.2,99.4,96.8,37.5,33.3,16.7
traceless_hair_clip,97.6,99.7,96.9,97.5,69.6,62.5,79.1,41.5,16.9,1.5,99.6,99.9,99.0,0.0,0.0,0.0
travel_switch,76.1,96.2,94.2,79.4,18.1,26.8,64.0,85.6,74.4,67.2,86.7,98.1,95.2,68.0,64.0,40.0
travel_switch_green,82.5,97.4,94.4,93.1,43.4,43.3,83.1,77.6,68.0,54.4,93.0,99.1,96.6,56.0,44.0,36.0
tubular_key_switch,80.2,96.9,94.1,59.8,23.6,27.0,74.1,84.0,76.0,60.0,69.3,95.6,94.1,100.0,100.0,92.0
vacuum_switch,71.2,95.6,94.1,98.0,58.9,57.0,90.4,93.6,84.0,78.4,80.7,97.3,94.6,84.0,72.0,68.0
vehicle_harness_conductor,87.5,97.3,94.1,94.2,44.0,47.7,89.3,70.6,58.2,37.9,87.9,97.7,97.3,36.0,32.0,28.0
vertical-adjustable-resistor,83.4,95.4,90.2,94.1,54.7,55.9,83.6,81.9,64.3,52.4,90.6,98.7,96.1,52.0,44.0,36.0
vibration_motor,76.7,94.6,92.5,93.6,20.4,25.7,69.0,82.2,75.1,59.8,91.7,98.8,97.3,40.0,32.0,24.0
volume_potentiometer,86.5,96.8,93.3,93.8,59.0,57.5,77.1,65.0,49.2,36.6,91.4,98.9,95.4,64.0,44.0,40.0
wireless_receiver_module,77.2,96.4,94.4,93.4,52.3,47.9,80.9,87.2,81.6,69.6,72.1,95.6,94.3,84.0,80.0,72.0
slipper- model,91.4,98.8,96.0,97.9,76.3,68.8,94.1,52.0,36.8,28.8,98.5,99.8,98.5,16.0,8.0,4.0
Mean,81.9,96.2,94.1,92.0,47.8,48.0,76.5,73.1,61.0,48.4,84.4,97.4,96.0,59.1,50.4,41.0
